|descricao|ncm
70887|fixodente original  <peso>|33069000
129546|soluc b cepacol  <vlm>  sol extreme|33069000
93174|melagriao spray limao  <vlm>  catarinense|33069000
11994|apispray p menta  <vlm>|33069000
129237|sol buc plax ice infinity lv  <vlm>  pg  <vlm>|33069000
129066|sol buc cepacol pl revit  <vlm>|33069000
7973|a spbitufo ben<num> s alc <num>m|33069000
28253|combo whiteness perfect <num>    <num> aplicadores condac <num>|33069000
138974|total blanc home c<num>  <num> ser|33069000
129336|sol buc periogard salcool <num>m|33069000
129191|sol buc oral b complete acao duradora  <vlm>|33069000
105269|power bleaching pc <num>  kit <num> ser   lote  <num> <num> x<num>|33069000
7963|a sp plax soft mnt <num> <num>m|33069000
129205|sol buc perioplak  <vlm>  gts  <vlm>|33069000
129254|sol buc sensodyne lv  <vlm>  pg  <vlm>|33069000
32768|condutor dental bio oral dz <num> dz|33069000
131370|spray de propolis s alcool e s acucar  <vlm>  prodapys|33069000
70774|fix dentad corega ultra ssab cr <peso>|33069000
141817|white class <num>  bulk <num>un   venda sob prescricao|33069000
11432|anapyon enxaguatorio bucal <num>x <vlm>|33069000
52292|enx bucal oral b pro saude not <vlm>|33069000
78955|kit aplicador simple <num>  c  <num>   avulso|33069000
52344|enx bucal sanifill menta l<num>p <vlm>|33069000
33230|corega ultra po  <peso> lp n|33069000
129542|soluc b cepacol  <vlm>  plus advanced e|33069000
141815|white class <num>  bulk   <num> unidades|33069000
52287|enx bucal oral b hortela l<num>p <vlm>|33069000
105231|power bleaching pc <num>  sache avulso laranja ser   lote  <num> <num> x<num>|33069000
141858|whiteness hp maxx kit   venda sob prescricao|33069000
9408|agua rabelo com gengibre  <vlm>|33069000
85553|listerine fresh burst  <vlm>|33069000
85531|listerine cool mint <num>x <vlm>|33069000
85547|listerine essencial fresh mint  <vlm>|33069000
38298|creme fixador corega ultra s sabor  <peso>|33069000
52295|enx bucal oralb psaude cp ment <vlm>|33069000
129094|sol buc lister c mint  <vlm>|33069000
52236|enx bucal close up powerwhite  <vlm>|33069000
25384|closeup e buc del <num>|33069000
11769|anti septico colgate plax  <vlm>  ice|33069000
109972|refrescally morango lote <num>|33069000
19713|bioxtra enxaguatorio bucal  <vlm>|33069000
109970|refrescally morango   lote  <num>|33069000
23498|cepacol tradicional  <vlm>|33069000
99759|pack plax lum gts cd|33069000
129256|sol bucal clinerize baunilha  <vlm>|33069000
129378|sol bucal plax clas l<num>p<num>|33069000
11816|antisept bucal ob compl hor  <vlm>  <num>it|33069000
129116|sol buc lister zero l<num> p<num>  <vlm>|33069000
129573|soluc b colgate plax  <vlm>   orig classic e|33069000
11794|antisep b colgate plax fresh mint  <vlm>  un <num>|33069000
2961|<num> neem creme dental|33069000
129627|soluc b oral b l<num>p <vlm>  ment <num> e|33069000
129102|sol buc lister c total zero  <vlm>|33069000
129285|sol b plax <num>em<num> <num> <num> <num> <num>m|33069000
129385|sol bucal plax ice  <vlm>|33069000
18662|beija bem menta  <vlm>   <num> <num> cx   <num> <num> fr   <num>|33069000
33210|corega ultra cr ssabor  <peso>|33069000
37279|crd tandy inf uva <num>x <peso> r dz<num>un|33069000
11885|antiseptico bucal topz  <vlm>  caixa c <num>|33069000
120319|sensod enx fresh  <vlm>|33069000
85523|listerin zr men <vlm>|33069000
131330|spray bucal menta  <vlm>|33069000
52220|enx bucal cepacol plus sensit  <vlm>|33069000
85504|list cool min <num>x<num>|33069000
93163|mel spray propolis   roma  <vlm>  c <num>|33069000
105227|power bleaching pc <num>  kit ser   lote  <num> <num> x<num>|33069000
24939|clareador white class <num> bulk|33069000
52375|enxaguatorio bucal halibom para fumantes  <vlm>|33069000
129059|sol buc cepacol extreme  <vlm>|33069000
129123|sol buc listerine citrus l<num> p <vlm>|33069000
1725|melagriao spray limao  <vlm>  l <num> ng|33069000
33163|corega fita adesiva c<num>|33069000
11736|anti sept bucal plax tea fresh  <vlm>  un<num>un|33069000
141848|whiteness hp com top dam   venda sob prescricao|33069000
12663|aroma nat  carne|33069000
52313|enx bucal plax fresh mint <num>x<num>  <vlm>|33069000
52305|enx bucal plax <num>x<num>  <vlm>   <vlm> presp|33069000
129225|sol buc plax fresh mint  <vlm>|33069000
11808|antisept bucal listerine cool mint <num>x <vlm>  r<num>|33069000
141875|whiteness perfect <num>  bulk   venda sob prescricao|33069000
141811|white class <num> <num>  bulk   <num> unidades|33069000
11771|anti septico colgate plax sencitive  <vlm>|33069000
50138|eb oralb <num>d hortela|33069000
129179|sol buc listerine zero  <vlm>    esd   r  <num> <num> porta|33069000
1726|melagriao spray menta  <vlm>  l <num> ng|33069000
70820|fix dent algasiv infer c <num>un|33069000
85605|listerine zero<num>un <num>|33069000
1724|melagriao spray laranja  <vlm>  l <num> ng|33069000
11730|anti sept bucal oral b n menta  <vlm>  un<num>un|33069000
52331|enx bucal plax tea fresh l<num>p <vlm>|33069000
11851|antiseptico bucal  <vlm>  mickey johnson un|33069000
129584|soluc b j j listerine  <vlm>  cuidado dent menta e|33069000
85637|llk azul adulto|33069000
103749|plax ice exg inf  <vlm>|33069000
138977|total blanc home h<num> <num> h<num> <num> pro|33069000
19714|bioxtra oral gel  <vlm>|33069000
129312|sol buc listerine freshburst <num>|33069000
105245|power bleaching pc <num>  kit promocional ser   lote <num> <num> x<num>|33069000
99210|oral b enx protect <num>|33069000
33212|corega ultra cr  s  sabor  <peso>|33069000
11804|antisept bucal compl hortela  <vlm> x<num>it|33069000
99758|pack plax in <num> <num>|33069000
50123|eb closeup plat fres|33069000
129169|sol buc listerine whit a manchas <num>|33069000
71279|fluor care tutti fruti|33069000
11985|apiguaco  <vlm>  spray|33069000
50121|eb boni kids princes|33069000
55005|escova dental bitufo infantil cocorico apartir <num> anos|33069000
52329|enx bucal plax softmint  <vlm>|33069000
12702|aromatizante oleo peppermint  <vlm>   <num> <num> fr   <num>|33069000
85542|listerine cuidado total  <vlm>|33069000
11878|antiseptico bucal plax original kids  <vlm>|33069000
129214|sol buc plax <num>em<num> fres mint  <vlm>|33069000
11717|anti sept bucal list ess ice mint  <vlm>  un<num>un|33069000
103754|plax s  alcoo l<num>p<num>|33069000
33171|corega po  <peso> r fixador|33069000
7923|a sp listerine whng <num>m|33069000
79751|kit creme corega  <peso>  tabs com <num> esc aquafresh|33069000
80432|kit higiene oral powerdent torcedor santos <num> pecas|33069000
129185|sol buc noplak  <vlm>|33069000
129083|sol buc close up power white  <vlm>|33069000
129567|soluc b colgate plax  <vlm>  ice e|33069000
11908|antisseptico bucal dentrat zero menta  <vlm>|33069000
105228|power bleaching pc <num>  kit ser   lote <num> <num> x<num>|33069000
19910|bitufo spray bucal me display|33069000
11843|antisept ob comp menta  <vlm> x<num>it|33069000
129166|sol buc listerine whit a manchas  <vlm>|33069000
129246|sol buc plax whit  <vlm>|33069000
11821|antisept bucal ob compl ment l<num>p<num>|33069000
85560|listerine mint leve <num> pague  <vlm>|33069000
129062|sol buc cepacol fluor lv<num> pg <vlm>|33069000
129614|soluc b oral b cl protect  <vlm>  menta|33069000
11992|apimix mel do sol gengibre <num>|33069000
52276|enx bucal malvatricin plus  <vlm>|33069000
18671|beija bem menta  <vlm>   <num> <num> fr   <num>|33069000
19907|bitufo spr halito puro|33069000
129253|sol buc sensodyne c mint  <vlm>|33069000
11727|anti sept bucal oral b hortela  <vlm>  un<num>un|33069000
99178|oral b <num>d whi strips|33069000
7947|a sp oral b s alc hort <num>m|33069000
129153|sol buc listerine essencial lemon mint  <vlm>|33069000
129206|sol buc perioplak  <vlm>|33069000
11912|antisseptico bucal fr  <vlm>   pro saude noite|33069000
129597|soluc b j j listerine  <vlm>  essenc lemon mint|33069000
11742|anti septico bucal  <vlm>  menta oral b un|33069000
52301|enx bucal periokin  <vlm>|33069000
129330|sol buc oral b ps not  <vlm>|33069000
71699|fresh ice aromatizante bucal menta  <vlm>  l<num> q<num>|33069000
120347|sensodyne enx bucal  <vlm>|33069000
129351|sol buc plax kids  <vlm>|33069000
11709|anti sept bucal list citrus l<num>p<num>m un<num>un|33069000
12700|aromatizante oleo peppermint  <vlm>   <num> <num> fr   <num>|33069000
105248|power bleaching pc <num>  kit ser   lote  <num> <num> x<num>|33069000
93172|melagriao spray laranja  <vlm>  catarinense|33069000
105235|power bleaching pc <num>  kit acai ser   lote  <num> <num> x<num>|33069000
23456|cepacol ment l<num>p<num>|33069000
103753|plax kids <num>|33069000
129300|sol buc listerine citrus  <vlm>|33069000
105251|power bleaching pc <num>  kit ser   lote  <num> <num> x<num>|33069000
11812|antisept bucal listerine zero <num>x <vlm>  r<num>|33069000
52303|enx bucal periotrat mentasalc <vlm>|33069000
129564|soluc b colgate plax  <vlm>  <num>em<num> fresh mint|33069000
11764|anti septico bucal listerine zero  <vlm>  trad  <num> un|33069000
52243|enx bucal dauf salcmental<num>p <vlm>|33069000
129621|soluc b oral b l<num>p <vlm>  hort <num> e|33069000
129156|sol buc listerine fresh burst  <vlm>|33069000
33231|corega ultra po  <peso> r fixad|33069000
52320|enx bucal plax ice  <vlm>|33069000
129555|soluc b cepacol lv<num>pg <vlm>  trad|33069000
50134|eb list tart control|33069000
33226|corega ultra po  <peso>|33069000
110009|regenerate serum potencializador enamel  <vlm>|33069000
11731|anti sept bucal plax class lv<num> pg<num>m un<num>un|33069000
52311|enx bucal plax fm l<num>p <vlm>  pr esp|33069000
129341|sol buc plax classic lv <vlm>  pg|33069000
129295|sol buc listerine c m <num>  <vlm>|33069000
11911|antisseptico bucal fr  <vlm>   pro saude menta|33069000
89141|malvatricin plus <num> em <num>    <vlm>|33069000
141839|whiteness hp blue <num> unitario|33069000
129108|sol buc lister t control  <vlm>|33069000
85525|listerine citrus  <vlm>|33069000
129120|sol buc listerine c citrus  <vlm>|33069000
82235|kit viagem oral dauf|33069000
70765|fix dentad algasiv superior c<num>|33069000
106132|promo compre <num> office rep ganhe dam|33069000
11930|antsseptico bitufo penelope s  alc   <vlm>|33069000
52306|enx bucal plax <num>x <vlm> <num>p <vlm>|33069000
11820|antisept bucal ob compl men l<num>p <vlm>|33069000
129105|sol buc lister fresh burst  <vlm>|33069000
99172|oral b <num>d wh l<num>p<num>|33069000
52360|enxaguante bucal colgate plax <num> em <num> fresh mint  <vlm>|33069000
11826|antisept bucal ob ps noite l<num>p <vlm>|33069000
26602|colg enx lumin wh <num>|33069000
18677|beija bem morango e canela  <vlm>   <num> <num> cx   <num> <num> fr   <num>|33069000
11862|antiseptico bucal oral b hortela  <vlm>|33069000
129147|sol buc listerine essen fresh mint <num>|33069000
7928|a sp listerine<num>xt ct l<num>p<num>|33069000
18660|beija bem menta  <vlm>   <num> <num> cx   <num> <num> fr   <num>|33069000
129143|sol buc listerine defesa dentes  <vlm>|33069000
85589|listerine zero <num>  <vlm>|33069000
11711|anti sept bucal list cont  <vlm>  <num> un<num>un|33069000
11906|antisseptico bucal dentrat ice  <vlm>  enxaguatorio bucal anti septicoenxaguatorio bucal anti septico|33069000
129074|sol buc cepacol trad lv <num> pg <num>|33069000
129242|sol buc plax soft mint l<num> p<num>m|33069000
99757|pack plax fm <num> <num>|33069000
18687|beija bem uva  <vlm>   <num> <num> cx   <num> <num> fr   <num>|33069000
101004|pasta herjos menta c f  <peso>|33069000
129092|sol buc lister c citrus lv<num> pg <vlm>|33069000
85500|list c mint<num>x<num>c b|33069000
33206|corega ultra cr s sabor  <peso> r|33069000
9413|agua rabelo tradicional  <vlm>|33069000
74616|halito fresco   po dental branqueador menta  <peso>|33069000
85141|limp lingua biooral|33069000
33167|corega fix dent  <peso>|33069000
103741|plax fres min <num>x<num>|33069000
71055|flogoral cr dental  <peso>|33069000
54999|escova dental bitufo duplacao|33069000
129127|sol buc listerine cool mint  <vlm>|33069000
129209|sol buc periotrat menta  <vlm>|33069000
52341|enx bucal sanifill limao l<num>p <vlm>|33069000
141803|white class    <num>  calcio|33069000
12694|aromatizante oleo peppermint  <vlm>   <num> <num> cx   <num> <num> fr   <num>|33069000
118959|salomon propolis mint spray  <vlm>|33069000
7922|a sp listerine whng <num>x <num>m|33069000
18652|beija bem hortela e canela  <vlm>   <num> <num> fr   <num>|33069000
141813|white class <num> <num>  bulk <num>un   venda sob prescricao|33069000
11763|anti septico bucal colgate fresh mint l<num>p <vlm>|33069000
70818|fix dent algasiv cr  <peso>|33069000
70686|fita dentaloral b<num>d wh<num> ki|33069000
7901|a sp colg lum white <num>m|33069000
52239|enx bucal colgate lumin white  <vlm>|33069000
38299|creme fixador corega ultra s sabor lv<num>pg <peso>|33069000
74624|halito fresco   spray bucal menta  <vlm>|33069000
85640|llk branco pediatrico|33069000
76112|higienizante bucal natural  <vlm>  lote <num>|33069000
52309|enx bucal plax classic l<num>p <vlm>|33069000
70815|fix dent fixodent <peso> crorig|33069000
70772|fix dentad corega ultra po  <peso>|33069000
18651|beija bem hortela e canela  <vlm>   <num> <num> cx   <num> <num> fr   <num>|33069000
129611|soluc b oral b cl protect  <vlm>  menta|33069000
105270|power bleaching pc <num>  kit <num> ser   lote  <num> <num> x<num>|33069000
97931|ob complete enx menta l<num>p <vlm>  x <num>it|33069000
129087|sol buc colgate luminous white  <vlm>|33069000
12672|aromatiz oleo perpemint  <vlm>   <num> <num> fr   <num>|33069000
33216|corega ultra cr leve  <peso>  p <peso>|33069000
102646|perioplak sem alcool <num>  <vlm> t   kit economico|33069000
33184|corega tabs branq <num>x<num>|33069000
129117|sol buc lister zero menta sv <num>  <vlm>|33069000
105233|power bleaching pc <num>  kit acai promocional ser   lote  <num> <num> x<num>|33069000
23451|cepacol cool ice leve  <vlm>  pa|33069000
93164|melagriao <num>m spr|33069000
11733|anti sept bucal plax ice  <vlm>  un<num>un|33069000
80433|kit higiene oral powerdent torcedor sao paulo <num> pecas|33069000
129316|sol buc listerine t control <num>|33069000
33169|corega lc po  <peso>  lv<num> c  <num>  desc|33069000
139544|tropclean teeth gel fresh breath  <vlm>|33069000
99189|oral b compl l<num>p<num>|33069000
129146|sol buc listerine esse lemon mint <num>|33069000
52308|enx bucal plax classic l<num>p <vlm>|33069000
52371|enxaguatorio bucal  <vlm>  menta|33069000
7939|a sp oral b compl a durad <num>m|33069000
129158|sol buc listerine mint lv<num>  <vlm>  pg <vlm>|33069000
52225|enx bucal cepacol teen  <vlm>|33069000
105336|pr cd sorriso ext wh l <peso> t sab nutrimilk un <num>|33069000
11833|antisept bucal plax fresh mint <num>x <vlm> rfbr<num>a|33069000
21979|bronquivita spray vitalab lt brs<num>|33069000
19750|bitufo <num> aromat  bucal spray  <vlm>|33069000
129554|soluc b cepacol lv<num>pg <vlm>  menta e|33069000
76122|higienizante bucal natural lote <num>|33069000
101009|pasta profilatica para prev  de caries e doencas period  tutti frutti  <peso> r lote <num>|33069000
102648|perioplak sem alcool  <vlm>    prom|33069000
33197|corega tabs whitening limpador de dentadura display <num>cp|33069000
1727|melagriao spray tutti frutti  <vlm>  l <num> ng|33069000
11984|apigen mel propolis e gengibre spray  <vlm>|33069000
105274|power bleaching pc <num>  office sache ser   lote  <num> <num> x<num>|33069000
25378|close up pfr l<num>p<num>|33069000
41484|dentalclean anti sep h<num>clean me l<num>p<num>|33069000
7930|a sp listerine<num>x <num>mt ct|33069000
52314|enx bucal plax fresh tea  <vlm>|33069000
85524|listerin zr men <vlm>|33069000
33209|corega ultra cr s sabor  <peso>|33069000
33207|corega ultra cr s  sabor  <peso>  lp n|33069000
52290|enx bucal oral b menta l<num>p <vlm>|33069000
129192|sol buc oral b complete acao duradoura  <vlm>|33069000
100959|passador bitufo fio way r <num>|33069000
129226|sol buc plax fresh mint l<num> p <vlm>    r  <num> <num> <num>m|33069000
23473|cepacol plus sensitive  <vlm>|33069000
129172|sol buc listerine white a manchas lv<num> pg<num>  <num>|33069000
85138|limp dentad corega tabs branq c<num>|33069000
24929|claread whiteness perfect <num> fgm gratis <num>ser white class|33069000
103740|plax fre m l<num>p<num> pp|33069000
141868|whiteness perfect <num>  bulk   venda sob prescricao|33069000
129135|sol buc listerine cool mint lv <vlm>  pg <vlm>    <vlm>|33069000
50151|eb plax luminous whi|33069000
11907|antisseptico bucal dentrat mint  <vlm>  enxaguatorio bucal anti septicoenxaguatorio bucal anti septico|33069000
71283|fluor class cristal sem alcool  <vlm>|33069000
129290|sol buc biotene  <vlm>|33069000
52217|enx bucal cepacol menta l<num>p <vlm>|33069000
9409|agua rabelo enxaguatorio  <vlm>|33069000
141816|white class <num>  bulk <num>un   venda sob prescricao|33069000
129383|sol bucal plax fresh  <vlm>|33069000
24943|clareador whiteness simple <num> fgm <num> seringas  <peso>|33069000
70850|fixdentad fixodent original l<num>p<num>|33069000
70816|fix dent algas in c <num>|33069000
76118|higienizante bucal natural lote <num>|33069000
129148|sol buc listerine essencial fresh mint <num>|33069000
119055|sanifill ant ice l<num>p <vlm>  <num>x<num>un|33069000
33170|corega lc po  <peso>|33069000
129360|sol buc sensodyne lv<num>pg<num>|33069000
52315|enx bucal plax freshmint  <vlm>|33069000
141877|whiteness rm|33069000
85594|listerine zero  <vlm>|33069000
102649|perioplak sem alcool  <vlm>  reymer|33069000
119056|sanifill ant me  <vlm>  <num>x<num>un|33069000
129178|sol buc listerine zero  <vlm>     <vlm>  r  <num> <num>|33069000
11873|antiseptico bucal plax fresh mint  <vlm>|33069000
24942|clareador whiteness simple <num> fgm <num> seringas  <peso>|33069000
85507|list defesa promo <num>x|33069000
85541|listerine cuidado total  <vlm>|33069000
120349|sensodyne enxag bucal  <vlm>  l <vlm> p n|33069000
129358|sol buc plax whitening  <vlm>|33069000
140109|ultra corega creme sem sabor|33069000
131315|spray buc apimix menta  <vlm>  i|33069000
52165|enrich masc cap self warn  <vlm>|33069000
11918|antisseptico fresh zero menta  <vlm>|33069000
11759|anti sep dentalclean ice  <vlm>  cx<num>|33069000
129382|sol bucal plax fre m l<num>p<num>|33069000
85506|list defesa <num>x<num>|33069000
129318|sol buc listerine zero <num>  <vlm>|33069000
129391|sol bucal plax tea fr l<num>p<num>|33069000
93168|melagriao spr limao|33069000
25388|closeup e buc whi <num>|33069000
129319|sol buc listerine zero  <vlm>|33069000
52326|enx bucal plax mint <vlm>   <vlm> presp|33069000
96968|noplak solucao  <vlm>|33069000
85139|limp dentad corega tabs eferv<num>|33069000
141876|whiteness perfect <num>  kit   venda sob prescricao|33069000
23462|cepacol plus advanced|33069000
85591|listerine zero <num>un<num>|33069000
52300|enx bucal periogard colgate  <vlm>|33069000
52280|enx bucal noplak  <vlm>|33069000
85559|listerine mint leve <num> pague  <vlm>|33069000
129357|sol buc plax white  <vlm>|33069000
85590|listerine zero <num>x<num>  <vlm>|33069000
76142|hillo limpador de lingua|33069000
28236|combo fluor care morango   arcflex m   <num>t<num>|33069000
7964|a sp plax soft mnt  <vlm> <num>p<num>|33069000
141804|white class    <num> <num>  calcio|33069000
102652|perioplak sem alcool sol  ant  b   <vlm>|33069000
129150|sol buc listerine essencial ice mint  <vlm>|33069000
141880|whiteness super endo <num>|33069000
52250|enx bucal listerine c citr  <vlm>|33069000
129250|sol buc plax whitening  <vlm>|33069000
85642|llk verde pediatrico|33069000
33191|corega tabs efer <num>|33069000
120346|sensodyne enx bucal  <vlm>|33069000
7932|a sp listerinecm<num>x<num> <num>p<num> <num>|33069000
52335|enx bucal sanifill citrus  <vlm>|33069000
103752|plax ice l<num>p<num>|33069000
9523|algasiv inferior com <num> unidad|33069000
11758|anti sep dentalclean ice  <vlm>  cx<num>|33069000
105263|power bleaching pc <num>  kit <num> ser   lote <num> <num> x<num>|33069000
23458|cepacol menta l<num>p<num>|33069000
99756|pack pla <num> <num> <num>x<num>|33069000
11879|antiseptico bucal plax whiteni|33069000
88780|machfloss refilenx  menta fresh s  alcool  <vlm>|33069000
11751|anti sep bucal t fruti  <vlm>  ben <num>|33069000
105272|power bleaching pc <num>  kit <num> ser   lote <num> <num> x<num>|33069000
129320|sol buc listerine zero  <vlm>  lp n|33069000
129121|sol buc listerine c mint l <vlm>  p <vlm>    <vlm>|33069000
41488|dentalclean anti sep ice menta l<num>p<num>|33069000
129162|sol buc listerine tartar control  <vlm> t|33069000
7974|a splisterine whng <num>x<num>m|33069000
129181|sol buc listerine zero lv <vlm>  pg<num>    <vlm>|33069000
23893|cha amargo  <vlm>|33069000
28258|combo whiteness perfect <num>    dia do dentista <num>|33069000
21967|bromelin propolis spray  <vlm>  lp n|33069000
9411|agua rabelo tradicional  <vlm>|33069000
71697|fresh ice aromatizante bucal black  <vlm>  l<num> q<num>|33069000
11767|anti septico co<num>  <vlm> gate plax  <vlm>  ice|33069000
50127|eb list antimanchas|33069000
99747|pack list c min|33069000
11814|antisept bucal ob <num>d white  <vlm> x<num>it|33069000
23452|cepacol extreme  <vlm>|33069000
7961|a sp plax ice  <vlm> <num>p<num>|33069000
85518|list whiten <num>x<num>|33069000
129349|sol buc plax ice  <vlm>|33069000
129626|soluc b oral b l<num>p <vlm>  ment <num>|33069000
7945|a sp oral b pr sd nt <num>m|33069000
52273|enx bucal listerine zero<num> <num>pesp|33069000
70769|fix dentad corega ult ssab l<num>p <peso>|33069000
11850|antiseptico bucal  <vlm>  menta oralb un|33069000
23480|cepacol plus whitening leve  <vlm>  pague  <vlm>|33069000
99179|oral b <num>d white  <vlm>|33069000
141843|whiteness hp blue <num>  <num> paciente|33069000
11887|antiseptico bucal topz b mint l<num>p<num> c <num>|33069000
129395|sol bucal plaxfresh verd<num>m|33069000
11792|antisep b colgate luminous white  <vlm>  un <num>|33069000
52277|enx bucal malvatricin ppu  <vlm>|33069000
102631|periogard  <vlm> lp n|33069000
129370|sol bucal oral b ment l<num>p<num>|33069000
33175|corega po lc  <peso>|33069000
23487|cepacol sol  <vlm>  extreme|33069000
141874|whiteness perfect <num>  bulk|33069000
18665|beija bem menta  <vlm>   <num> <num> fr   <num>|33069000
9410|agua rabelo tradicional  <vlm>|33069000
129590|soluc b j j listerine  <vlm>  fresh burst|33069000
129579|soluc b j j listerine  <vlm>  cool mint|33069000
120122|segurdent po adesivo  <peso>|33069000
129216|sol buc plax classic lv <vlm>  p <vlm>|33069000
131420|spray liquido adstringente lapsan  <vlm>  hemostatico santa clara un|33069000
129342|sol buc plax classic lv <vlm>  p|33069000
131314|spray buc apimix menta  <vlm>|33069000
33194|corega tabs limpador dentadura c <num>  eh <num>|33069000
129128|sol buc listerine cool mint  <vlm>|33069000
129096|sol buc lister c mint lv <num> pg <num> <num>|33069000
11898|antissep bucal septch  <vlm>|33069000
12698|aromatizante oleo peppermint  <vlm>   <num> <num> fr   <num>|33069000
71284|fluor classcristal  <vlm>  sem alcool|33069000
23477|cepacol plus whiten l<num>p<num>|33069000
129583|soluc b j j listerine  <vlm>  cuidado dent menta|33069000
33178|corega po low cost  <peso>|33069000
129305|sol buc listerine defesa  <vlm>|33069000
71285|fluor classcristal  <vlm>   sem alcool|33069000
85530|listerine cool mint <num> x<num>  <vlm>  pague  <vlm>|33069000
88778|machfloss refil enxaguante ice  <vlm>|33069000
11720|anti sept bucal list ess lemon mint <num>m un<num>un|33069000
23497|cepacol trad l<num>p<num>|33069000
33177|corega po low cost  <peso>|33069000
12679|aromatizante bucal de menta <num>|33069000
22121|bucal clean   enxaguatorio buc|33069000
7944|a sp oral b pr sd nt  <vlm>  gt|33069000
19909|bitufo spray buc red fresh c blister|33069000
23475|cepacol plus white l<num>p <vlm>|33069000
103759|plax whit  <vlm> cr t<num>|33069000
41530|dentalfix s  sabor  <peso>|33069000
129173|sol buc listerine whitening  <vlm>|33069000
18663|beija bem menta  <vlm>   <num> <num> cx   <num> <num> fr   <num>|33069000
131311|spray buc apimix cravo can <num>m|33069000
74623|halito fresco   spray bucal me|33069000
74621|halito fresco   spray bucal hortela  <vlm>|33069000
7968|a sp plax whng  <vlm> <num>p<num>|33069000
11916|antisseptico bucal up   cravo|33069000
129060|sol buc cepacol fluor  <vlm>|33069000
11809|antisept bucal listerine cuidado total <num>x <vlm>|33069000
11765|anti septico bucal oral b  <vlm>  menta|33069000
11841|antisept ob comp hort  <vlm> x<num>it|33069000
129141|sol buc listerine defesa  <vlm>|33069000
23490|cepacol sol  <vlm>  tradicion|33069000
85517|list whiten <num>x<num>|33069000
102681|pert x|33069000
129365|sol bucal oral b clin prot <num>|33069000
85572|listerine tartar control <num>x <vlm>|33069000
7940|a sp oral b hort l<num> p<num>|33069000
85513|list tart <num>xpromo|33069000
50135|eb list whitening|33069000
105222|power bleaching pc <num>  kit hortela ser   lote  <num> <num> x<num>|33069000
52297|enx bucal orthokin  <vlm>|33069000
101007|pasta profilatica herjos tutti frutti|33069000
70776|fix dentad fixodent fresh cr  <peso>|33069000
129327|sol buc oral b hort l<num>p<num>|33069000
12676|aromatizador bucal spray  <vlm>  roma unip|33069000
129212|sol buc plax <num>em<num> cool mint  <vlm>|33069000
74610|halito fresco   enxaguatorio bucal  <vlm>|33069000
129180|sol buc listerine zero lv<num> pg <vlm>     <vlm>|33069000
52284|enx bucal oral b comp <num>xacaod  <vlm>|33069000
11706|anti sept bucal list c mint l<num> p<num>m un<num>un|33069000
12656|aroma baunilha po|33069000
85549|listerine essencial ice  <vlm>|33069000
41483|dentalclean anti sep h<num>clean m l<num>p<num>|33069000
141823|whitegold home <num>  refil|33069000
102630|periogard  <vlm>  sem alcool enxaguatorio bucal|33069000
111487|reymer perioplak c alcool  <vlm>|33069000
129592|soluc b j j listerine  <vlm>  tart control|33069000
7888|a sp cepacol <num>m t fru sol|33069000
129547|soluc b cepacol  <vlm>  sol extreme e|33069000
102635|periogard s alcool   sol bucal    <vlm>|33069000
76114|higienizante bucal natural lote <num>|33069000
99204|oral b enx ho l<num>p<num>|33069000
7912|a sp listerine <num>m citr|33069000
102702|pf anti sept buc listerinefreshb <vlm>  un <num> un|33069000
11797|antisep b colgate plax soft mint  <vlm>  un <num>|33069000
129631|soluc b plax  <vlm>  orig classic|33069000
70779|fix dentad fixodent original cr  <peso>|33069000
11886|antiseptico bucal topz b mint  <vlm>  c <num>|33069000
129107|sol buc lister t control  <vlm>|33069000
71287|fluor espuma fluor care neutro fgm fr  <peso>  morangoprevent  <peso>|33069000
70884|fixodent original  <peso>|33069000
105361|pr list zero menta verde lv<num> pg <vlm>|33069000
80438|kit higiene torcedor palmeiras powerdent|33069000
102645|perioplak sem alcool <num> <num> kit economi reymer|33069000
23457|cepacol menta  <vlm>|33069000
52319|enx bucal plax freshmint l<num>p<num>|33069000
18672|beija bem menta  <vlm>   <num> <num> fr   <num>|33069000
1764|<num> cd closeup  <peso> r lv<num>cd white now mint <num> desc|33061000
1765|<num> cd colgate  <peso> r t acao lv <peso> t <num> sor  <peso> r|33061000
1766|<num> cd colgate  <peso> r ttal <num>h <num>cd cl m <num>  desc e|33061000
1767|<num> cd sorriso  <peso> r lv <peso> rt<num> cd trip ext|33061000
1768|<num> cd sorriso  <peso> r trad lv<num> <num> fresh plus|33061000
2025|<num>cd colgate t <peso> ts|33061000
3585|<peso> l dent bambinos <num> hw  <peso>  <num>x<num>|33061000
3586|<peso> l dent bambinos  <vlm> r  <peso>  <num>x<num>|33061000
3587|<peso> l dent bambinos  <vlm> b  <peso>  <num>x<num>|33061000
3588|<peso> l dent bambinos <num> tb  <peso>  <num>x<num>|33061000
18826|ben <num> creme dental tutti frutti  <peso>|33061000
18833|ben  <peso> d morango c fluor  <peso>|33061000
18834|ben  <peso> d tutti frutti c fluor  <peso>|33061000
18835|ben  <peso> el den inf tut|33061000
19715|bioxtra pasta de dente  <vlm>|33061000
19728|bitufo <num> creme dental ben <num> t frut|33061000
19739|bitufo  <peso> el dental ben <num> c f moran|33061000
19740|bitufo  <peso> el dental coc  s f fr trop|33061000
19741|bitufo  <peso> el dental coc  s f tut fru|33061000
19742|bitufo  <peso> el dental penel s f t frut|33061000
